train_loss,val_loss,train_dice,val_dice
0.8502537788346757,0.7079967276470082,0.42492507883039843,0.6095565146459325
0.6355819843074147,0.5605884001061723,0.6961343703211194,0.6976780366864307
0.5253829839386681,0.47426652626411336,0.7171445386980986,0.6993325821339174
0.4448318971219913,0.41474102799956863,0.7355768113922686,0.7614741546572279
0.38967800209688586,0.3917920271287093,0.7302993428547572,0.6318344778556957
0.34051806162032044,0.3252093942986952,0.7605781614837837,0.7822588614627587
0.3001541055219118,0.3119663203487525,0.7992426097789818,0.759078026524882
0.2753699097291444,0.29409158713108785,0.7866688656230356,0.665605986312954
0.24948457027821577,0.27913825465617953,0.8010761026657142,0.7097671967251482
0.22960258829732275,0.2580551473876914,0.8090853750991218,0.737653686894949
0.21728004861709682,0.2468553527786925,0.7915011385523921,0.7556628199626197
0.20688565110051355,0.22535609463984901,0.8077992979506873,0.8111593440376466
0.19529481050233508,0.25062946028806066,0.814469263586121,0.7021582724415942
0.19546992497793,0.23563484334059664,0.8091939968365732,0.7578910043374676
0.18806868125937243,0.2205098354937257,0.8013070723257992,0.7787825910736057
0.1834851853520602,0.21738212676467122,0.798178445784892,0.7742854418562048
0.17724254129584446,0.22422587574535124,0.8152018459548959,0.7810565923052218
0.1779763175304546,0.21088805769545002,0.8190410317254749,0.7855818286363191
0.1758327996719253,0.23425300590492584,0.8190139549813741,0.7106719535870095
0.1704271619547476,0.21833949128316865,0.8135906908048861,0.7453967030038693
0.1748603854848202,0.21733828639057842,0.8055464257749761,0.7760001345530627
0.17469950287436792,0.2066687623894698,0.8187414685726635,0.8179130297461662
0.17266480019677055,0.2279653553221677,0.8118870074843897,0.7131067643851058
0.16676238595053208,0.24113592666548653,0.8254390847396944,0.7012246606556186
0.1685205853811299,0.2440101972504242,0.8113284872998143,0.7329111023062173
0.16822604772945246,0.2331962011553146,0.8216500763900935,0.7087444190861962
0.1626110748034115,0.22436729617215492,0.8111795481227823,0.7382053477825358
0.15684911428207113,0.22401471559361025,0.8357894248245781,0.7475077479877887
0.1515090387863244,0.21102964963663268,0.8470148544087868,0.7792197797819215
0.15752174225166554,0.22322475301051461,0.8352876141773669,0.7714896584208977
0.15442810985873373,0.20515684159220876,0.8447111038043941,0.7857309962459329
0.15565945554611293,0.20712884314156868,0.8373745887849918,0.7989596293585114
0.1671966682152115,0.2089634621767579,0.8010748754662386,0.7625069035303711
0.1496184786579521,0.20189191101471315,0.8460825231825737,0.7777891794914351
0.15907309924851554,0.2042749659032435,0.8257775334758989,0.7448127384274192
0.15680703411037608,0.20964479378449755,0.8112897058968721,0.8219149984620713
0.1526731139828646,0.22316646628786582,0.8329311929567732,0.746438525417823
0.1435887324876448,0.20718707330524921,0.8524589966474656,0.7921990566997922
0.14252192497455565,0.1930363554306127,0.85609587771937,0.7799626089179589
0.1502283794964238,0.1983799743088516,0.786291030253456,0.7684493566843484
0.1411258598948403,0.19007153970164223,0.8125565138100713,0.7610749836457932
0.13811093444625536,0.20819611925430395,0.8215903354491658,0.6804751982472929
0.1309434652703908,0.1933100581471179,0.8499622824327728,0.8292034879546448
0.14428548103328362,0.19343113675210122,0.8011622540038161,0.769567489048244
0.1348181504092013,0.19470708897790392,0.8251288580486748,0.753464257749984
0.13207673028746778,0.1824156876804458,0.8246645580671468,0.7466001710199887
0.13772810101797878,0.22352185130522056,0.8289160552310415,0.7622007102250338
0.14641682884489843,0.1947409298421966,0.8206486895372102,0.7646241592610405
0.13034639952978652,0.20891520914596481,0.8401041880506078,0.7816876118912743
0.12868030732425378,0.19536551946421732,0.8478730940278342,0.7978345306520115
0.1292388915885673,0.25537473985270875,0.8452709226648091,0.6439879844943854
0.1356909081859644,0.19018772017915506,0.8386644560085275,0.7681291644993711
0.13377604680496824,0.17812676380413608,0.8199793286276046,0.8076551180378762
0.12734369750950456,0.18354653735720627,0.8533693587596192,0.7950899711549975
0.13118263992459275,0.20222765368384285,0.83164756742518,0.7237821605237715
0.12568046259441118,0.20310584113404556,0.8092045242235868,0.7596356292971594
0.12077949241222452,0.17556123065485343,0.8460850180135421,0.8144077622096401
0.12833601029864114,0.18145147383817145,0.8584903076970924,0.7910297586182065
0.12375774030941863,0.1831097248689951,0.8536163389500683,0.7043603420085197
0.11806162835510317,0.1766546942495011,0.8568366552346058,0.8130383744402777
0.126154065117702,0.17819590753296743,0.8468029292327655,0.8242348512427968
0.1207007089117181,0.1928397937602288,0.8375514953998241,0.7794693326890848
0.1370157939129213,0.19823520278205742,0.8128287461618141,0.7187370933039315
0.13029300792561482,0.19743555477140723,0.8478817215588724,0.7738884780430556
0.1301824956980729,0.20034565205207547,0.8471403419596206,0.7210123997159535
0.13768532545154177,0.1922474683237237,0.8407463028852303,0.8169498455726212
0.12472253950139464,0.17934323580482522,0.8285143328268261,0.8058449748140009
0.1244118676878252,0.1758067013091735,0.8343336037100696,0.7727584407642625
0.12197130079771024,0.20529756700066296,0.8460960943154244,0.6977923258016729
0.11795058560759811,0.19487863446812373,0.8324085023346575,0.800293613394037
0.11857443812028902,0.1731514222919941,0.8628562201417459,0.7763276967117261
0.1188826848745577,0.18761574537367434,0.860689032359707,0.821700606772944
0.11877294974004518,0.18139193715477311,0.8700089476289418,0.7932392318544851
0.11245362981143155,0.17742749580459014,0.8768510355455512,0.77734089855941
0.11384786012069892,0.201446743228951,0.8471818132645162,0.708556846860437
0.11734857934151682,0.2042139821207604,0.8524546781672302,0.7184392747296027
0.11480740336845666,0.19340320064912778,0.861293655650799,0.7538692231762116
0.11401059817840424,0.18599819137739973,0.8841169824211326,0.7925717333756704
0.11497240596407549,0.17189489204335856,0.8707718628957203,0.8128900017272338
0.11810387366779813,0.16465356961094044,0.8579415553989896,0.7733963180561271
